0,1,2,3,4,5,6,7,8
3,18,19,3,9,7,19,25,-6
2,18,19,5,3,11,17,31,-14
3,16,19,4,4,11,16,35,-19
3,14,19,3,5,11,17,30,-13
3,14,19,3,5,11,16,35,-19
0,40,19,11,7,1,39,18,21
0,39,19,12,3,4,43,11,32
0,39,19,11,6,2,33,14,19
0,35,19,10,5,4,28,19,9
0,33,19,10,3,6,36,27,9
1,33,19,9,6,4,28,21,7
1,30,19,9,3,7,29,28,1
2,30,19,9,3,7,25,30,-5
1,28,19,8,4,7,31,32,-1
2,26,19,7,5,7,20,21,-1
3,26,19,8,2,9,30,34,-4
1,25,19,6,7,6,20,18,2
1,23,19,6,5,8,24,28,-4
2,21,19,5,6,8,27,29,-2
2,20,19,6,2,11,28,32,-4
2,19,19,4,7,8,20,29,-9
3,17,19,3,8,8,19,31,-12
3,14,19,2,8,9,12,26,-14
3,12,19,3,3,13,20,38,-18
3,12,19,3,3,13,14,40,-26
0,46,19,14,4,1,39,17,22
0,33,19,10,4,5,29,17,12
0,33,19,9,6,4,27,17,10
0,31,19,9,4,6,34,18,16
2,31,19,9,4,6,33,24,9
1,29,19,8,5,6,36,24,12
0,29,19,8,5,6,29,23,6
1,28,19,8,4,7,25,23,2
1,28,19,7,7,5,26,26,0
1,27,19,7,6,6,33,28,5
1,27,19,7,7,5,28,27,1
2,25,19,6,7,6,26,27,-1
2,25,19,6,7,6,26,28,-2
2,23,19,5,8,6,22,22,0
2,17,19,4,5,10,18,28,-10
3,17,19,3,8,8,30,43,-13
3,17,19,4,5,10,20,34,-14
3,16,19,3,7,9,23,39,-16
3,16,19,3,7,9,15,31,-16
3,12,19,2,6,11,17,40,-23
0,47,19,15,2,2,48,14,34
0,44,19,13,5,1,32,13,19
0,42,19,13,3,3,39,16,23
1,37,19,11,4,4,42,26,16
0,37,19,11,4,4,36,20,16
0,34,19,10,4,5,35,25,10
1,32,19,9,5,5,31,29,2
1,28,19,8,4,7,24,27,-3
1,25,19,7,4,8,28,23,5
1,25,19,6,7,6,22,20,2
2,25,19,5,10,4,21,23,-2
2,23,19,6,5,8,29,34,-5
3,21,19,4,9,6,21,24,-3
3,18,19,4,6,9,30,40,-10
2,17,19,5,2,12,28,40,-12
2,15,19,2,9,8,24,34,-10
2,15,19,3,6,10,19,34,-15
3,15,19,4,3,12,16,34,-18
3,13,19,3,4,12,16,41,-25
3,8,19,2,2,15,17,41,-24
0,43,17,14,1,2,47,20,27
0,38,17,12,2,3,51,16,35
0,35,17,11,2,4,31,18,13
1,33,17,9,6,2,26,17,9
0,30,17,8,6,3,33,16,17
0,29,17,8,5,4,27,26,1
1,27,17,7,6,4,30,20,10
1,23,17,6,5,6,24,27,-3
1,23,17,7,2,8,21,28,-7
1,22,17,6,4,7,25,34,-9
2,20,17,6,2,9,21,27,-6
2,19,17,4,7,6,19,25,-6
2,17,17,4,5,8,26,30,-4
2,16,17,4,4,9,26,37,-11
3,14,17,4,2,11,24,33,-9
2,13,17,3,4,10,17,34,-17
3,11,17,3,2,12,16,35,-19
3,11,17,2,5,10,13,34,-21
0,48,17,16,0,1,60,8,52
0,46,17,15,1,1,60,8,52
0,36,17,11,3,3,35,20,15
1,28,17,8,4,5,30,23,7
0,26,17,7,5,5,27,21,6
1,26,17,8,2,7,33,35,-2
0,25,17,7,4,6,30,26,4
2,23,17,6,5,6,21,24,-3
2,20,17,5,5,7,29,30,-1
2,20,17,5,5,7,36,39,-3
1,20,17,5,5,7,23,34,-11
1,19,17,5,4,8,26,34,-8
2,17,17,4,5,8,19,36,-17
3,16,17,4,4,9,23,45,-22
1,15,17,4,3,10,18,28,-10
2,15,17,4,3,10,17,30,-13
3,15,17,4,3,10,21,38,-17
3,12,17,3,3,11,14,43,-29
0,41,17,13,2,2,58,13,45
0,38,17,12,2,3,31,13,18
0,37,17,11,4,2,41,19,22
0,35,17,10,5,2,32,13,19
0,34,17,9,7,1,41,25,16
1,31,17,9,4,4,25,21,4
1,28,17,8,4,5,33,24,9
2,22,17,5,7,5,25,26,-1
1,21,17,6,3,8,28,30,-2
1,21,17,4,9,4,22,24,-2
2,19,17,5,4,8,25,34,-9
1,18,17,5,3,9,19,28,-9
2,17,17,3,8,6,17,26,-9
3,16,17,4,4,9,27,45,-18
2,14,17,3,5,9,15,29,-14
2,10,17,2,4,11,20,36,-16
3,10,17,2,4,11,16,41,-25
3,5,17,0,5,12,17,45,-28
0,40,17,13,1,3,44,24,20
0,39,17,12,3,2,51,4,47
0,36,17,11,3,3,39,17,22
0,31,17,9,4,4,27,21,6
1,30,17,9,3,5,24,25,-1
0,29,17,9,2,6,34,23,11
1,28,17,8,4,5,32,22,10
1,27,17,9,0,8,31,38,-7
1,25,17,7,4,6,20,22,-2
2,22,17,6,4,7,23,26,-3
2,21,17,6,3,8,19,27,-8
2,19,17,4,7,6,20,26,-6
3,18,17,5,3,9,18,35,-17
3,17,17,5,2,10,20,25,-5
1,15,17,3,6,8,18,29,-11
2,13,17,3,4,10,19,41,-22
2,12,17,2,6,9,14,26,-12
3,6,17,1,3,13,9,31,-22
0,38,17,11,5,1,40,15,25
0,36,17,11,3,3,31,18,13
0,35,17,11,2,4,45,22,23
0,34,17,10,4,3,28,9,19
0,33,17,9,6,2,46,19,27
1,31,17,9,4,4,29,16,13
1,27,17,7,6,4,19,16,3
1,26,17,7,5,5,26,26,0
2,22,17,4,10,3,23,18,5
1,21,17,5,6,6,29,31,-2
2,19,17,4,7,6,26,29,-3
2,19,17,6,1,10,19,38,-19
2,16,17,4,4,9,21,32,-11
1,15,17,3,6,8,18,32,-14
3,12,17,3,3,11,18,36,-18
3,12,17,2,6,9,14,32,-18
2,12,17,3,3,11,18,42,-24
3,9,17,2,3,12,9,28,-19
0,48,19,15,3,1,42,13,29
0,47,19,15,2,2,48,15,33
0,41,19,12,5,2,34,14,20
0,40,19,12,4,3,30,13,17
0,40,19,12,4,3,46,22,24
1,31,19,9,4,6,35,27,8
1,27,19,7,6,6,28,20,8
2,27,19,9,0,10,32,29,3
1,27,19,7,6,6,29,25,4
1,25,19,5,10,4,25,27,-2
1,25,19,7,4,8,24,27,-3
2,24,19,7,3,9,23,27,-4
2,21,19,5,6,8,19,31,-12
2,21,19,6,3,10,13,29,-16
3,20,19,6,2,11,18,30,-12
2,18,19,4,6,9,15,22,-7
3,15,19,3,6,10,19,33,-14
3,15,19,4,3,12,13,37,-24
3,13,19,3,4,12,18,39,-21
3,4,19,1,1,17,10,41,-31
0,53,19,17,2,0,38,11,27
0,44,19,14,2,3,37,17,20
0,39,19,12,3,4,31,14,17
1,32,19,9,5,5,28,21,7
0,31,19,8,7,4,26,20,6
1,30,19,8,6,5,34,24,10
1,29,19,8,5,6,32,23,9
0,28,19,8,4,7,39,27,12
1,27,19,6,9,4,24,19,5
3,26,19,6,8,5,25,18,7
2,25,19,7,4,8,17,23,-6
2,25,19,6,7,6,30,32,-2
2,20,19,4,8,7,17,25,-8
3,20,19,5,5,9,25,35,-10
2,18,19,4,6,9,16,23,-7
2,17,19,4,5,10,15,27,-12
3,16,19,4,4,11,22,37,-15
1,13,19,2,7,10,15,29,-14
3,10,19,1,7,11,12,37,-25
3,8,19,1,8,10,14,35,-21
0,48,19,15,3,1,37,18,19
0,46,19,14,4,1,40,16,24
0,43,19,13,4,2,41,17,24
0,35,19,10,5,4,49,26,23
0,35,19,10,5,4,34,21,13
2,29,19,8,5,6,33,29,4
2,28,19,8,4,7,26,25,1
3,27,19,8,3,8,25,26,-1
1,26,19,7,5,7,21,21,0
1,25,19,7,4,8,18,24,-6
1,24,19,6,6,7,28,26,2
2,24,19,7,3,9,17,28,-11
2,23,19,6,5,8,28,31,-3
1,21,19,5,6,8,23,29,-6
1,19,19,5,4,10,30,34,-4
2,19,19,5,4,10,19,28,-9
3,15,19,3,6,10,22,38,-16
3,14,19,3,5,11,20,38,-18
3,14,19,4,2,13,17,36,-19
3,12,19,3,3,13,12,29,-17
0,43,19,13,4,2,39,22,17
0,41,19,12,5,2,45,23,22
0,39,19,11,6,2,39,19,20
1,37,19,11,4,4,41,32,9
0,36,19,10,6,3,44,23,21
1,34,19,10,4,5,32,26,6
0,34,19,11,1,7,42,21,21
1,30,19,8,6,5,32,29,3
1,30,19,8,6,5,25,18,7
1,26,19,8,2,9,30,29,1
3,22,19,6,4,9,23,36,-13
2,21,19,5,6,8,20,30,-10
2,20,19,5,5,9,24,33,-9
2,18,19,4,6,9,26,36,-10
2,18,19,4,6,9,19,30,-11
2,18,19,4,6,9,20,28,-8
3,14,19,3,5,11,23,37,-14
3,14,19,2,8,9,28,37,-9
3,13,19,2,7,10,14,36,-22
3,12,19,3,3,13,22,43,-21
0,46,19,14,4,1,49,15,34
0,42,19,13,3,3,40,22,18
0,39,19,12,3,4,35,14,21
1,38,19,11,5,3,38,24,14
0,34,19,10,4,5,27,17,10
1,32,19,10,2,7,31,21,10
1,32,19,10,2,7,34,25,9
0,31,19,9,4,6,39,34,5
2,27,19,8,3,8,30,34,-4
2,27,19,8,3,8,27,31,-4
1,25,19,7,4,8,23,19,4
2,24,19,6,6,7,30,31,-1
1,24,19,6,6,7,34,32,2
2,20,19,4,8,7,26,29,-3
2,20,19,5,5,9,27,35,-8
3,17,19,4,5,10,18,34,-16
3,16,19,4,4,11,19,39,-20
3,11,19,3,2,14,12,42,-30
3,11,19,1,8,10,19,37,-18
3,10,19,1,7,11,17,40,-23
0,50,19,16,2,1,46,14,32
0,38,19,11,5,3,35,24,11
0,37,19,11,4,4,35,15,20
1,37,19,11,4,4,25,16,9
0,37,19,12,1,6,38,25,13
0,35,19,10,5,4,37,23,14
1,28,19,11,5,3,30,15,15
2,28,19,7,7,5,27,21,6
1,26,19,7,5,7,19,20,-1
2,25,19,6,7,6,17,22,-5
1,23,19,6,5,8,24,30,-6
1,23,19,6,5,8,21,25,-4
2,22,19,6,4,9,23,28,-5
3,20,19,4,8,7,18,22,-4
2,18,19,4,6,9,23,37,-14
3,18,19,4,6,9,17,30,-13
2,17,19,4,5,10,18,29,-11
3,12,19,3,3,13,17,31,-14
3,9,19,2,3,14,8,32,-24
3,8,19,0,8,11,14,33,-19
0,51,19,16,3,0,52,9,43
0,42,19,12,6,1,28,8,20
0,40,19,12,4,3,40,19,21
0,35,19,10,5,4,35,18,17
0,31,19,9,4,6,26,21,5
1,29,19,9,2,8,23,28,-5
1,27,19,8,3,8,24,31,-7
1,27,19,8,3,8,33,36,-3
1,26,19,7,5,7,28,28,0
1,26,19,7,5,7,23,18,5
2,25,19,7,4,8,33,27,6
3,25,19,6,7,6,21,20,1
3,24,19,7,3,9,16,20,-4
2,24,19,6,6,7,16,22,-6
2,23,19,6,5,8,33,34,-1
2,18,19,6,0,13,14,27,-13
2,18,19,3,9,7,15,26,-11
3,16,19,4,4,11,21,37,-16
3,11,19,3,2,14,14,46,-32
3,11,19,3,2,14,13,33,-20
0,43,19,13,4,2,53,20,33
0,38,19,10,8,1,27,13,14
1,33,19,9,6,4,31,20,11
0,33,19,10,3,6,28,24,4
2,32,19,9,5,5,22,19,3
0,28,19,7,7,5,21,16,5
1,26,19,7,5,7,22,23,-1
1,25,19,7,4,8,23,22,1
3,24,19,5,9,5,21,23,-2
1,24,19,7,3,9,21,27,-6
0,23,19,4,11,4,17,17,0
2,23,19,6,5,8,30,35,-5
1,22,19,4,10,5,20,25,-5
2,22,19,5,7,7,21,28,-7
2,22,19,5,7,7,17,21,-4
3,22,19,5,7,7,17,21,-4
3,21,19,5,6,8,31,32,-1
3,19,19,5,4,10,22,34,-12
2,17,19,3,8,8,20,25,-5
3,11,19,2,5,12,17,36,-19
0,40,19,12,4,3,49,23,26
0,40,19,11,7,1,36,12,24
0,35,19,9,8,2,22,12,10
0,35,19,10,5,4,24,18,6
1,31,19,9,4,6,33,25,8
1,31,19,8,7,4,29,25,4
1,30,19,8,6,5,26,20,6
2,29,19,7,8,4,20,13,7
0,28,19,8,4,7,33,26,7
1,27,19,8,3,8,25,25,0
2,26,19,8,2,9,26,29,-3
1,24,19,5,9,5,26,25,1
2,24,19,6,6,7,26,32,-6
2,21,19,4,9,6,17,23,-6
3,20,19,5,5,9,20,29,-9
2,19,19,5,4,10,18,29,-11
3,15,19,3,6,10,16,29,-13
3,15,19,4,3,12,18,33,-15
3,14,19,3,5,11,16,30,-14
3,11,19,2,5,12,14,36,-22
0,48,19,15,3,1,36,9,27
0,40,19,12,4,3,32,15,17
0,37,19,11,4,4,40,17,23
0,36,19,11,3,5,25,16,9
1,33,19,8,9,2,28,19,9
0,30,19,8,6,5,29,16,13
1,28,19,8,4,7,23,31,-8
1,26,19,8,2,9,24,32,-8
2,24,19,6,6,7,17,24,-7
2,23,19,5,8,6,26,27,-1
1,23,19,6,5,8,23,30,-7
2,23,19,6,5,8,16,20,-4
1,21,19,6,3,10,22,24,-2
2,20,19,4,8,7,25,26,-1
3,19,19,4,7,8,16,20,-4
3,19,19,4,7,8,18,27,-9
3,18,19,4,6,9,17,25,-8
3,17,19,3,8,8,16,28,-12
2,16,19,3,7,9,16,28,-12
3,12,19,1,9,9,14,29,-15
0,43,19,13,4,2,39,16,23
0,41,19,12,5,2,30,13,17
0,33,19,10,3,6,32,23,9
0,32,19,9,5,5,31,22,9
0,31,19,8,7,4,30,22,8
1,30,19,8,6,5,21,21,0
2,30,19,9,3,7,26,20,6
1,28,19,7,7,5,31,28,3
1,28,19,7,7,5,31,20,11
1,27,19,6,9,4,19,15,4
2,26,19,7,5,7,22,22,0
2,23,19,6,5,8,22,22,0
3,23,19,5,8,6,23,26,-3
1,22,19,5,7,7,18,25,-7
3,20,19,4,8,7,17,28,-11
2,18,19,4,6,9,13,20,-7
3,16,19,4,4,11,16,30,-14
2,16,19,3,7,9,18,27,-9
3,14,19,2,8,9,15,32,-17
3,8,19,0,8,11,19,41,-22
0,50,19,16,2,1,39,7,32
0,45,19,14,3,2,40,16,24
0,39,19,12,3,4,28,18,10
0,34,19,10,4,5,28,16,12
1,31,19,9,4,6,21,16,5
0,31,19,9,4,6,21,14,7
2,29,19,8,5,6,25,22,3
1,28,19,8,4,7,18,18,0
1,26,19,7,5,7,25,20,5
1,25,19,7,4,8,15,18,-3
3,22,19,6,4,9,23,29,-6
1,21,19,5,6,8,26,29,-3
2,21,19,5,6,8,21,26,-5
3,20,19,6,2,11,14,28,-14
2,20,19,5,5,9,25,23,2
3,20,19,4,8,7,23,29,-6
2,20,19,5,5,9,18,29,-11
2,19,19,4,7,8,14,29,-15
3,17,19,4,5,10,16,26,-10
3,6,19,0,6,13,12,39,-27
0,55,19,18,1,0,60,12,48
0,42,19,13,3,3,41,14,27
0,39,19,12,3,4,32,14,18
0,35,19,9,8,2,41,23,18
0,34,19,10,4,5,34,18,16
1,34,19,10,4,5,34,23,11
1,32,19,9,5,5,16,15,1
1,27,19,7,6,6,29,28,1
1,26,19,7,5,7,24,30,-6
2,22,19,6,4,9,27,34,-7
3,22,19,6,4,9,17,31,-14
2,21,19,5,6,8,15,23,-8
3,19,19,4,7,8,18,25,-7
3,19,19,5,4,10,22,40,-18
1,18,19,5,3,11,19,29,-10
2,18,19,4,6,9,16,29,-13
2,17,19,4,5,10,19,35,-16
2,16,19,4,4,11,15,28,-13
3,14,19,2,8,9,14,27,-13
3,13,19,3,4,12,11,26,-15
0,51,19,16,3,0,43,7,36
0,45,19,15,0,4,42,18,24
0,44,19,14,2,3,51,15,36
0,40,19,12,4,3,37,16,21
0,38,19,11,5,3,41,25,16
1,32,19,9,5,5,37,31,6
1,28,19,8,4,7,24,22,2
1,27,19,7,6,6,31,29,2
1,27,19,8,3,8,27,28,-1
2,27,19,8,3,8,26,27,-1
1,26,19,7,5,7,20,22,-2
2,26,19,8,2,9,27,33,-6
3,22,19,6,4,9,21,27,-6
2,19,19,5,4,10,17,25,-8
2,17,19,4,5,10,14,26,-12
3,15,19,3,6,10,20,35,-15
3,15,19,4,3,12,18,38,-20
2,12,19,3,3,13,17,41,-24
3,11,19,2,5,12,17,43,-26
3,10,19,2,4,13,12,34,-22
0,55,19,18,1,0,48,14,34
0,39,19,12,3,4,41,18,23
0,38,19,12,2,5,52,23,29
0,32,19,10,2,7,33,27,6
1,30,19,7,9,3,29,24,5
1,29,19,8,5,6,34,27,7
1,29,19,7,8,4,23,17,6
0,28,19,7,7,5,30,23,7
2,26,19,7,5,7,17,21,-4
2,25,19,7,4,8,19,28,-9
1,24,19,5,9,5,25,28,-3
1,24,19,7,3,9,23,30,-7
2,22,19,6,4,9,21,29,-8
2,21,19,6,3,10,23,37,-14
2,20,19,5,5,9,22,28,-6
3,20,19,5,5,9,20,26,-6
3,19,19,5,4,10,20,32,-12
3,18,19,5,3,11,25,33,-8
3,13,19,2,7,10,12,33,-21
3,12,19,3,3,13,19,38,-19
0,41,19,12,5,2,34,14,20
0,40,19,12,4,3,36,25,11
0,38,19,12,2,5,35,21,14
1,36,19,10,6,3,35,17,18
0,34,19,9,7,3,37,22,15
1,33,19,10,3,6,29,24,5
1,32,19,9,5,5,27,22,5
2,30,19,9,3,7,31,20,11
0,29,19,8,5,6,33,23,10
2,29,19,8,5,6,26,24,2
1,27,19,8,3,8,23,19,4
1,26,19,8,2,9,33,34,-1
2,23,19,6,5,8,22,33,-11
2,22,19,6,4,9,21,29,-8
3,20,19,5,5,9,11,23,-12
